This spectrum was collected on:	2017-06-30	09:58:50
4.1075e-07	214.181327102	0.0
4.11e-07	190.833731413	0.0
4.1125e-07	225.952117174	0.0
4.115e-07	218.685043799	0.0
4.1175e-07	174.447072924	0.0
4.12e-07	220.362374961	0.0
4.1225e-07	169.014921665	0.0
4.125e-07	212.736887728	0.0
4.1275e-07	230.743836445	0.0
4.13e-07	174.987449878	0.0
4.1325e-07	240.918996963	0.0
4.135e-07	185.404502841	0.0
4.1375e-07	159.848770342	0.0
4.14e-07	257.676582258	0.0
4.1425e-07	221.701189878	0.0
4.145e-07	234.970464654	0.0
4.1475e-07	244.422211486	0.0
4.15e-07	245.319401801	0.0
4.1525e-07	228.764333611	0.0
4.155e-07	221.828521213	0.0
4.1575e-07	250.549464504	0.0
4.16e-07	184.027371118	0.0
4.1625e-07	184.677569138	0.0
4.165e-07	216.296970948	0.0
4.1675e-07	201.006626007	0.0
4.17e-07	191.147798029	0.0
4.1725e-07	193.04017999	0.0
4.175e-07	245.483763852	0.0
4.1775e-07	218.387881039	0.0
4.18e-07	182.92443621	0.0
4.1825e-07	193.941371211	0.0
4.185e-07	192.544285622	0.0
4.1875e-07	200.711708274	0.0
4.19e-07	203.082898616	0.0
4.1925e-07	224.853992717	0.0
4.195e-07	227.282328623	0.0
4.1975e-07	269.78165349	0.0
4.2e-07	268.868461487	0.0
4.2025e-07	202.814313495	0.0
4.205e-07	223.775299598	0.0
4.2075e-07	237.715182616	0.0
4.21e-07	241.62785447	0.0
4.2125e-07	250.107061645	0.0
4.215e-07	243.022973161	0.0
4.2175e-07	273.833605171	0.0
4.22e-07	237.195878762	0.0
4.2225e-07	259.605050709	0.0
4.225e-07	254.565786145	0.0
4.2275e-07	310.208402387	0.0
4.23e-07	302.323391722	0.0
4.2325e-07	243.035611489	0.0
4.235e-07	304.060476946	0.0
4.2375e-07	318.369779752	0.0
4.24e-07	306.980880645	0.0
4.2425e-07	291.272193174	0.0
4.245e-07	297.162903507	0.0
4.2475e-07	273.317674396	0.0
4.25e-07	296.255178194	0.0
4.2525e-07	255.738818357	0.0
4.255e-07	303.266269433	0.0
4.2575e-07	266.87733913	0.0
4.26e-07	280.769497679	0.0
4.2625e-07	240.582643548	0.0
4.265e-07	302.686417066	0.0
4.2675e-07	265.396510012	0.0
4.27e-07	306.795779051	0.0
4.2725e-07	275.573397783	0.0
4.275e-07	337.046707221	0.0
4.2775e-07	334.951520868	0.0
4.28e-07	306.744388977	0.0
4.2825e-07	324.968848186	0.0
4.285e-07	348.104549843	0.0
4.2875e-07	294.947872753	0.0
4.29e-07	298.116109482	0.0
4.2925e-07	314.691451643	0.0
4.295e-07	277.744180195	0.0
4.2975e-07	300.795448178	0.0
4.3e-07	289.646632171	0.0
4.3025e-07	357.243296779	0.0
4.305e-07	358.236505091	0.0
4.3075e-07	287.452062845	0.0
4.31e-07	357.540185092	0.0
4.3125e-07	361.843776166	0.0
4.315e-07	374.159982097	0.0
4.3175e-07	313.880587469	0.0
4.32e-07	298.931915603	0.0
4.3225e-07	324.625200684	0.0
4.325e-07	362.982567381	0.0
4.3275e-07	309.032883283	0.0
4.33e-07	314.597587608	0.0
4.3325e-07	375.946461124	0.0
4.335e-07	338.198378586	0.0
4.3375e-07	385.917520643	0.0
4.34e-07	344.39655771	0.0
4.3425e-07	304.415548441	0.0
4.345e-07	361.675398936	0.0
4.3475e-07	353.00789749	0.0
4.35e-07	346.771104022	0.0
4.3525e-07	346.13906066	0.0
4.355e-07	329.417211951	0.0
4.3575e-07	335.570094796	0.0
4.36e-07	399.73428147	0.0
4.3625e-07	359.568929675	0.0
4.365e-07	384.611540871	0.0
4.3675e-07	409.462621337	0.0
4.37e-07	335.025095846	0.0
4.3725e-07	427.166282077	0.0
4.375e-07	377.406190567	0.0
4.3775e-07	375.226120327	0.0
4.38e-07	427.273356979	0.0
4.3825e-07	413.057300058	0.0
4.385e-07	362.836555989	0.0
4.3875e-07	421.795119849	0.0
4.39e-07	369.278454123	0.0
4.3925e-07	408.630325707	0.0
4.395e-07	448.17581927	0.0
4.3975e-07	402.005426749	0.0
4.4e-07	378.111290828	0.0
4.4025e-07	458.685361003	0.0
4.405e-07	369.356696055	0.0
4.4075e-07	381.43446237	0.0
4.41e-07	436.659818411	0.0
4.4125e-07	385.066007439	0.0
4.415e-07	419.653372235	0.0
4.4175e-07	393.852111335	0.0
4.42e-07	418.631085473	0.0
4.4225e-07	386.082352431	0.0
4.425e-07	423.820283026	0.0
4.4275e-07	474.658658362	0.0
4.43e-07	436.410754233	0.0
4.4325e-07	402.877077202	0.0
4.435e-07	418.750714899	0.0
4.4375e-07	399.10323933	0.0
4.44e-07	484.9228892	0.0
4.4425e-07	406.500448821	0.0
4.445e-07	480.738033743	0.0
4.4475e-07	472.529802325	0.0
4.45e-07	435.68997418	0.0
4.4525e-07	464.635972795	0.0
4.455e-07	460.575161569	0.0
4.4575e-07	500.140971587	0.0
4.46e-07	487.394247337	0.0
4.4625e-07	519.933737545	0.0
4.465e-07	496.745824022	0.0
4.4675e-07	527.060568349	0.0
4.47e-07	514.939498319	0.0
4.4725e-07	532.586293828	0.0
4.475e-07	505.522422069	0.0
4.4775e-07	539.780474654	0.0
4.48e-07	512.092874775	0.0
4.4825e-07	460.706657669	0.0
4.485e-07	458.761661307	0.0
4.4875e-07	536.864770511	0.0
4.49e-07	536.76250046	0.0
4.4925e-07	518.866684202	0.0
4.495e-07	508.481488318	0.0
4.4975e-07	481.708143762	0.0
4.5e-07	506.526432385	0.0
4.5025e-07	507.842729729	0.0
4.505e-07	547.343483245	0.0
4.5075e-07	577.44761524	0.0
4.51e-07	544.191926877	0.0
4.5125e-07	578.003825562	0.0
4.515e-07	544.408755703	0.0
4.5175e-07	572.996002091	0.0
4.52e-07	534.168993463	0.0
4.5225e-07	574.540396902	0.0
4.525e-07	527.077611933	0.0
4.5275e-07	604.724370549	0.0
4.53e-07	610.775297945	0.0
4.5325e-07	527.889470153	0.0
4.535e-07	530.344047046	0.0
4.5375e-07	534.140923206	0.0
4.54e-07	596.784660471	0.0
4.5425e-07	546.043736126	0.0
4.545e-07	573.380573132	0.0
4.5475e-07	595.517947657	0.0
4.55e-07	592.504943939	0.0
4.5525e-07	564.25769261	0.0
4.555e-07	556.409679721	0.0
4.5575e-07	590.082029197	0.0
4.56e-07	620.080991988	0.0
4.5625e-07	635.293984371	0.0
4.565e-07	574.166751871	0.0
4.5675e-07	603.290218885	0.0
4.57e-07	661.89656697	0.0
4.5725e-07	619.152263911	0.0
4.575e-07	671.22146466	0.0
4.5775e-07	589.783305096	0.0
4.58e-07	615.365754867	0.0
4.5825e-07	609.107542693	0.0
4.585e-07	691.727882783	0.0
4.5875e-07	600.862491162	0.0
4.59e-07	651.289178214	0.0
4.5925e-07	665.439681096	0.0
4.595e-07	673.26254887	0.0
4.5975e-07	691.120317334	0.0
4.6e-07	665.973280546	0.0
4.6025e-07	633.759043651	0.0
4.605e-07	667.321403733	0.0
4.6075e-07	642.155521975	0.0
4.61e-07	648.289321482	0.0
4.6125e-07	665.265881928	0.0
4.615e-07	737.426950268	0.0
4.6175e-07	673.58524631	0.0
4.62e-07	699.032409054	0.0
4.6225e-07	721.861548545	0.0
4.625e-07	710.665776764	0.0
4.6275e-07	704.405339076	0.0
4.63e-07	692.640039236	0.0
4.6325e-07	684.613030575	0.0
4.635e-07	728.923782189	0.0
4.6375e-07	745.23395837	0.0
4.64e-07	693.144706028	0.0
4.6425e-07	718.723965883	0.0
4.645e-07	778.507618949	0.0
4.6475e-07	743.380244156	0.0
4.65e-07	773.082209108	0.0
4.6525e-07	741.265447059	0.0
4.655e-07	740.491336195	0.0
4.6575e-07	797.459365219	0.0
4.66e-07	765.11592178	0.0
4.6625e-07	757.272060651	0.0
4.665e-07	742.63880976	0.0
4.6675e-07	815.125787499	0.0
4.67e-07	788.689153643	0.0
4.6725e-07	823.708932875	0.0
4.675e-07	778.167936469	0.0
4.6775e-07	767.724179784	0.0
4.68e-07	787.859626419	0.0
4.6825e-07	770.832911123	0.0
4.685e-07	791.322005246	0.0
4.6875e-07	837.180247212	0.0
4.69e-07	858.651355928	0.0
4.6925e-07	861.955700599	0.0
4.695e-07	855.711331725	0.0
4.6975e-07	789.389451402	0.0
4.7e-07	845.125226387	0.0
4.7025e-07	795.993828305	0.0
4.705e-07	837.638127857	0.0
4.7075e-07	842.844893908	0.0
4.71e-07	810.762538582	0.0
4.7125e-07	866.516813033	0.0
4.715e-07	845.484913789	0.0
4.7175e-07	894.21306328	0.0
4.72e-07	901.701251826	0.0
4.7225e-07	853.28699702	0.0
4.725e-07	848.852456263	0.0
4.7275e-07	838.671246384	0.0
4.73e-07	879.601884297	0.0
4.7325e-07	945.35777201	0.0
4.735e-07	891.003878418	0.0
4.7375e-07	921.838632654	0.0
4.74e-07	923.58866022	0.0
4.7425e-07	877.736717346	0.0
4.745e-07	945.221873225	0.0
4.7475e-07	887.257330464	0.0
4.75e-07	942.946305358	0.0
4.7525e-07	963.149697118	0.0
4.755e-07	953.291912083	0.0
4.7575e-07	910.305090976	0.0
4.76e-07	926.738495087	0.0
4.7625e-07	985.036798889	0.0
4.765e-07	978.32809403	0.0
4.7675e-07	972.731573204	0.0
4.77e-07	937.504307974	0.0
4.7725e-07	937.882220847	0.0
4.775e-07	1012.98726405	0.0
4.7775e-07	1030.0319004	0.0
4.78e-07	950.184829967	0.0
4.7825e-07	986.181326508	0.0
4.785e-07	973.76645556	0.0
4.7875e-07	966.437924565	0.0
4.79e-07	1019.6409975	0.0
4.7925e-07	1066.62325867	0.0
4.795e-07	977.611459163	0.0
4.7975e-07	988.88314422	0.0
4.8e-07	1026.40926227	0.0
4.8025e-07	1059.38973329	0.0
4.805e-07	1015.88163554	0.0
4.8075e-07	1079.12099171	0.0
4.81e-07	1015.78412663	0.0
4.8125e-07	1062.73464257	0.0
4.815e-07	1020.67528688	0.0
4.8175e-07	1110.60637084	0.0
4.82e-07	1072.55693409	0.0
4.8225e-07	1092.13984006	0.0
4.825e-07	1088.09148593	0.0
4.8275e-07	1101.48328232	0.0
4.83e-07	1129.79440707	0.0
4.8325e-07	1077.85060997	0.0
4.835e-07	1128.43587263	0.0
4.8375e-07	1128.85424829	0.0
4.84e-07	1146.87347182	0.0
4.8425e-07	1092.38121391	0.0
4.845e-07	1142.50897079	0.0
4.8475e-07	1168.85148164	0.0
4.85e-07	1125.49496199	0.0
4.8525e-07	1139.09893741	0.0
4.855e-07	1201.34874234	0.0
4.8575e-07	1128.02515255	0.0
4.86e-07	1121.38437132	0.0
4.8625e-07	1179.02299989	0.0
4.865e-07	1218.95034447	0.0
4.8675e-07	1184.89087308	0.0
4.87e-07	1146.90284467	0.0
4.8725e-07	1242.04267733	0.0
4.875e-07	1202.8015294	0.0
4.8775e-07	1204.13889037	0.0
4.88e-07	1258.13630051	0.0
4.8825e-07	1260.97159555	0.0
4.885e-07	1207.14004074	0.0
4.8875e-07	1197.60838989	0.0
4.89e-07	1284.73381992	0.0
4.8925e-07	1256.84119379	0.0
4.895e-07	1248.20748348	0.0
4.8975e-07	1280.85588544	0.0
4.9e-07	1252.36381562	0.0
4.9025e-07	1259.09199498	0.0
4.905e-07	1263.97335045	0.0
4.9075e-07	1328.86410042	0.0
4.91e-07	1279.8079134	0.0
4.9125e-07	1286.24946357	0.0
4.915e-07	1343.30187556	0.0
4.9175e-07	1357.98203773	0.0
4.92e-07	1324.93562469	0.0
4.9225e-07	1317.73065175	0.0
4.925e-07	1329.74586291	0.0
4.9275e-07	1291.19828121	0.0
4.93e-07	1318.924794	0.0
4.9325e-07	1316.17854432	0.0
4.935e-07	1382.23283431	0.0
4.9375e-07	1345.1644823	0.0
4.94e-07	1381.62403242	0.0
4.9425e-07	1378.85384771	0.0
4.945e-07	1403.42729993	0.0
4.9475e-07	1391.17875269	0.0
4.95e-07	1389.14516859	0.0
4.9525e-07	1421.3364793	0.0
4.955e-07	1408.82837063	0.0
4.9575e-07	1395.31395336	0.0
4.96e-07	1389.17891703	0.0
4.9625e-07	1459.13937433	0.0
4.965e-07	1387.20634801	0.0
4.9675e-07	1475.21516022	0.0
4.97e-07	1459.24582051	0.0
4.9725e-07	1456.45781945	0.0
4.975e-07	1455.15495104	0.0
4.9775e-07	1472.83234377	0.0
4.98e-07	1432.15435587	0.0
4.9825e-07	1455.84001923	0.0
4.985e-07	1506.17131387	0.0
4.9875e-07	1447.38927756	0.0
4.99e-07	1531.65387314	0.0
4.9925e-07	1517.58333432	0.0
4.995e-07	1461.83000869	0.0
4.9975e-07	1559.63875008	0.0
5e-07	1484.84960526	0.0
5.0025e-07	1514.54124759	0.0
5.005e-07	1565.31599383	0.0
5.0075e-07	1570.86535519	0.0
5.01e-07	1500.12092086	0.0
5.0125e-07	1542.92679159	0.0
5.015e-07	1533.38515883	0.0
5.0175e-07	1604.28475793	0.0
5.02e-07	1574.93463863	0.0
5.0225e-07	1568.0887509	0.0
5.025e-07	1632.77496032	0.0
5.0275e-07	1551.31183883	0.0
5.03e-07	1600.75114341	0.0
5.0325e-07	1583.85825213	0.0
5.035e-07	1595.75101454	0.0
5.0375e-07	1651.99983636	0.0
5.04e-07	1644.27948714	0.0
5.0425e-07	1608.52751531	0.0
5.045e-07	1695.57802838	0.0
5.0475e-07	1661.38819913	0.0
5.05e-07	1637.17483379	0.0
5.0525e-07	1669.63594485	0.0
5.055e-07	1630.02063059	0.0
5.0575e-07	1699.36030282	0.0
5.06e-07	1690.99243773	0.0
5.0625e-07	1663.31866361	0.0
5.065e-07	1657.12935159	0.0
5.0675e-07	1731.03779841	0.0
5.07e-07	1703.09459879	0.0
5.0725e-07	1762.64619183	0.0
5.075e-07	1711.78435793	0.0
5.0775e-07	1739.62446468	0.0
5.08e-07	1737.75954949	0.0
5.0825e-07	1765.32891296	0.0
5.085e-07	1743.63334271	0.0
5.0875e-07	1756.4426257	0.0
5.09e-07	1774.58536051	0.0
5.0925e-07	1765.03759139	0.0
5.095e-07	1802.61492122	0.0
5.0975e-07	1797.9571608	0.0
5.1e-07	1809.09612705	0.0
5.1025e-07	1776.42698272	0.0
5.105e-07	1788.4112683	0.0
5.1075e-07	1852.9419797	0.0
5.11e-07	1804.43572754	0.0
5.1125e-07	1877.91664231	0.0
5.115e-07	1811.83436184	0.0
5.1175e-07	1855.6586462	0.0
5.12e-07	1833.45889295	0.0
5.1225e-07	1845.54691893	0.0
5.125e-07	1858.58750973	0.0
5.1275e-07	1931.76464116	0.0
5.13e-07	1854.31443256	0.0
5.1325e-07	1873.98751801	0.0
5.135e-07	1873.49218833	0.0
5.1375e-07	1953.52445642	0.0
5.14e-07	1870.29387361	0.0
5.1425e-07	1894.24101408	0.0
5.145e-07	1956.82084765	0.0
5.1475e-07	1932.41621274	0.0
5.15e-07	1902.83050543	0.0
5.1525e-07	1917.30200005	0.0
5.155e-07	2010.96914283	0.0
5.1575e-07	1926.54071925	0.0
5.16e-07	1986.57014295	0.0
5.1625e-07	1993.66909563	0.0
5.165e-07	2032.43575817	0.0
5.1675e-07	2027.63113251	0.0
5.17e-07	1979.84495154	0.0
5.1725e-07	2065.22678025	0.0
5.175e-07	2063.37612547	0.0
5.1775e-07	2034.57924212	0.0
5.18e-07	2085.07701837	0.0
5.1825e-07	2091.07132277	0.0
5.185e-07	2034.80364481	0.0
5.1875e-07	2093.16491898	0.0
5.19e-07	2106.53677395	0.0
5.1925e-07	2122.4098718	0.0
5.195e-07	2054.91980563	0.0
5.1975e-07	2058.927172	0.0
5.2e-07	2082.95416038	0.0
5.2025e-07	2070.44181848	0.0
5.205e-07	2069.58622547	0.0
5.2075e-07	2101.64952834	0.0
5.21e-07	2113.32740092	0.0
5.2125e-07	2145.28552619	0.0
5.215e-07	2111.1513747	0.0
5.2175e-07	2110.15064243	0.0
5.22e-07	2175.54776228	0.0
5.2225e-07	2123.54999389	0.0
5.225e-07	2129.57601319	0.0
5.2275e-07	2158.92006144	0.0
5.23e-07	2215.59151424	0.0
5.2325e-07	2166.14852533	0.0
5.235e-07	2195.63881771	0.0
5.2375e-07	2216.85795298	0.0
5.24e-07	2248.54472777	0.0
5.2425e-07	2218.7716631	0.0
5.245e-07	2254.82237644	0.0
5.2475e-07	2231.55457383	0.0
5.25e-07	2215.53165099	0.0
5.2525e-07	2260.99055125	0.0
5.255e-07	2280.79722031	0.0
5.2575e-07	2245.52223305	0.0
5.26e-07	2328.53411397	0.0
5.2625e-07	2332.06750948	0.0
5.265e-07	2282.20708568	0.0
5.2675e-07	2324.30923097	0.0
5.27e-07	2302.04626716	0.0
5.2725e-07	2343.07575707	0.0
5.275e-07	2370.08077817	0.0
5.2775e-07	2383.92052373	0.0
5.28e-07	2367.64886991	0.0
5.2825e-07	2378.89250117	0.0
5.285e-07	2328.44496655	0.0
5.2875e-07	2336.58275107	0.0
5.29e-07	2344.65746543	0.0
5.2925e-07	2400.02759233	0.0
5.295e-07	2401.31217419	0.0
5.2975e-07	2428.15650828	0.0
5.3e-07	2390.32147083	0.0
5.3025e-07	2406.91894001	0.0
5.305e-07	2370.14410106	0.0
5.3075e-07	2418.28791461	0.0
5.31e-07	2436.35476562	0.0
5.3125e-07	2400.58630562	0.0
5.315e-07	2448.47207348	0.0
5.3175e-07	2494.21023261	0.0
5.32e-07	2495.93740934	0.0
5.3225e-07	2468.68179193	0.0
5.325e-07	2478.92870327	0.0
5.3275e-07	2530.49752346	0.0
5.33e-07	2477.59112941	0.0
5.3325e-07	2470.47058861	0.0
5.335e-07	2499.21676541	0.0
5.3375e-07	2536.86257301	0.0
5.34e-07	2511.33413971	0.0
5.3425e-07	2544.79333488	0.0
5.345e-07	2508.63861043	0.0
5.3475e-07	2572.72802959	0.0
5.35e-07	2600.43777581	0.0
5.3525e-07	2577.2991259	0.0
5.355e-07	2582.15839764	0.0
5.3575e-07	2586.15798801	0.0
5.36e-07	2627.67527973	0.0
5.3625e-07	2556.6267345	0.0
5.365e-07	2621.34550833	0.0
5.3675e-07	2610.2503185	0.0
5.37e-07	2608.88846626	0.0
5.3725e-07	2652.1034759	0.0
5.375e-07	2624.19265813	0.0
5.3775e-07	2651.17417084	0.0
5.38e-07	2633.96985698	0.0
5.3825e-07	2653.54672327	0.0
5.385e-07	2614.01175987	0.0
5.3875e-07	2698.3837123	0.0
5.39e-07	2696.56173926	0.0
5.3925e-07	2665.62823121	0.0
5.395e-07	2660.59324881	0.0
5.3975e-07	2733.92647719	0.0
5.4e-07	2668.73996209	0.0
5.4025e-07	2672.26759161	0.0
5.405e-07	2738.39681242	0.0
5.4075e-07	2717.95358992	0.0
5.41e-07	2735.93842131	0.0
5.4125e-07	2776.24950022	0.0
5.415e-07	2780.70112717	0.0
5.4175e-07	2756.692924	0.0
5.42e-07	2732.71325375	0.0
5.4225e-07	2804.98721179	0.0
5.425e-07	2749.14960765	0.0
5.4275e-07	2804.70453101	0.0
5.43e-07	2750.80110226	0.0
5.4325e-07	2798.57447399	0.0
5.435e-07	2823.35836521	0.0
5.4375e-07	2805.05861232	0.0
5.44e-07	2852.99501085	0.0
5.4425e-07	2794.11862175	0.0
5.445e-07	2867.25938091	0.0
5.4475e-07	2894.96109783	0.0
5.45e-07	2826.65008204	0.0
5.4525e-07	2904.33599201	0.0
5.455e-07	2917.32801551	0.0
5.4575e-07	2895.33641573	0.0
5.46e-07	2864.30587723	0.0
5.4625e-07	2880.01999661	0.0
5.465e-07	2922.30698362	0.0
5.4675e-07	2948.01229707	0.0
5.47e-07	2890.51595774	0.0
5.4725e-07	2969.31695568	0.0
5.475e-07	2930.31541587	0.0
5.4775e-07	2983.8221661	0.0
5.48e-07	2987.08899225	0.0
5.4825e-07	2953.04393951	0.0
5.485e-07	2928.41043894	0.0
5.4875e-07	2918.0248111	0.0
5.49e-07	2975.62293653	0.0
5.4925e-07	2946.43043182	0.0
5.495e-07	3025.43622146	0.0
5.4975e-07	3004.4445034	0.0
5.5e-07	2965.14517107	0.0
5.5025e-07	2998.16505383	0.0
5.505e-07	2992.5717826	0.0
5.5075e-07	3019.34606109	0.0
5.51e-07	3012.83310398	0.0
5.5125e-07	3040.83882876	0.0
5.515e-07	3070.14521892	0.0
5.5175e-07	3051.84951895	0.0
5.52e-07	3086.03034871	0.0
5.5225e-07	3090.22164091	0.0
5.525e-07	3110.62823516	0.0
5.5275e-07	3050.67588239	0.0
5.53e-07	3087.82685218	0.0
5.5325e-07	3125.28448738	0.0
5.535e-07	3133.01122927	0.0
5.5375e-07	3091.69598179	0.0
5.54e-07	3092.88683764	0.0
5.5425e-07	3086.19062702	0.0
5.545e-07	3147.99248718	0.0
5.5475e-07	3162.55132493	0.0
5.55e-07	3171.39174553	0.0
5.5525e-07	3143.52016188	0.0
5.555e-07	3177.09896582	0.0
5.5575e-07	3163.24420832	0.0
5.56e-07	3200.1418071	0.0
5.5625e-07	3135.53877492	0.0
5.565e-07	3209.17678585	0.0
5.5675e-07	3202.75642847	0.0
5.57e-07	3168.46611242	0.0
5.5725e-07	3162.0154919	0.0
5.575e-07	3236.8864661	0.0
5.5775e-07	3225.04355693	0.0
5.58e-07	3220.924751	0.0
5.5825e-07	3267.23639268	0.0
5.585e-07	3237.07239597	0.0
5.5875e-07	3271.35967406	0.0
5.59e-07	3212.55415479	0.0
5.5925e-07	3292.34477662	0.0
5.595e-07	3264.58927418	0.0
5.5975e-07	3300.21188373	0.0
5.6e-07	3213.88664694	0.0
5.6025e-07	3282.25776684	0.0
5.605e-07	3312.01540784	0.0
5.6075e-07	3303.25492853	0.0
5.61e-07	3323.92516992	0.0
5.6125e-07	3248.54443013	0.0
5.615e-07	3338.56067877	0.0
5.6175e-07	3339.87969918	0.0
5.62e-07	3350.20825823	0.0
5.6225e-07	3365.27650876	0.0
5.625e-07	3284.90832819	0.0
5.6275e-07	3297.04053174	0.0
5.63e-07	3350.56607964	0.0
5.6325e-07	3338.69211959	0.0
5.635e-07	3393.23456791	0.0
5.6375e-07	3364.19132637	0.0
5.64e-07	3395.00301259	0.0
5.6425e-07	3317.96010853	0.0
5.645e-07	3336.51208828	0.0
5.6475e-07	3372.93642678	0.0
5.65e-07	3341.17642445	0.0
5.6525e-07	3379.55723924	0.0
5.655e-07	3351.69792107	0.0
5.6575e-07	3354.64438597	0.0
5.66e-07	3402.79475359	0.0
5.6625e-07	3390.15205042	0.0
5.665e-07	3375.8237237	0.0
5.6675e-07	3439.30192532	0.0
5.67e-07	3384.44504905	0.0
5.6725e-07	3385.58939282	0.0
